ign,team_name,game_id,sub,role,champion,kills,deaths,assists,cs,dmg,gold,exp,cs/min,dmg/min,gold/min,exp/min,cs_diff,dmg_diff,gold_diff,exp_diff,kp,fb,vision,plates,solo_kills,gold_perc,dmg_perc
KeithRobus,No ADC? No Need,4776320736,False,TOP,Jax,8,1,3,247,23806,13931,16475,8.12,782.23,457.75,541.35,32,11472,1955,1482,0.79,False,0.39,5,1,28.2,35.1
SeductivePenguln,No ADC? No Need,4776320736,False,JUNGLE,Elise,2,7,3,142,10389,9303,9910,4.67,341.37,305.68,325.63,-39,-4554,-2437,-4852,0.36,False,0.62,2,0,18.83,15.32
GhettoRobin,No ADC? No Need,4776320736,False,MIDDLE,Jayce,3,8,5,193,16639,11527,12108,6.34,546.74,378.76,397.85,-22,-8979,-708,-2429,0.57,False,0.62,1,0,23.33,24.53
Avër,No ADC? No Need,4776320736,False,BOTTOM,Ashe,0,6,3,110,3770,7163,9049,3.61,123.88,235.37,297.34,-118,-19877,-9106,-4598,0.21,False,0.49,1,0,14.5,5.56
Dinkisbuhl,No ADC? No Need,4776320736,False,SUPPORT,Zyra,1,6,6,60,13222,7482,9753,1.97,434.46,245.85,320.47,32,5876,-766,-551,0.5,False,1.64,0,0,15.14,19.49
flipperthebrick,Scheduling Conflict,4776320736,False,TOP,Garen,4,4,3,215,12334,11976,14993,7.06,405.28,393.52,492.65,-32,-11472,-1955,-1482,0.25,False,0.66,0,0,19.81,14.7
S0Sparky,Scheduling Conflict,4776320736,False,JUNGLE,Gragas,6,0,11,181,14943,11740,14762,5.95,491.01,385.76,485.06,39,4554,2437,4852,0.61,False,0.99,0,0,19.42,17.81
Raide0n,Scheduling Conflict,4776320736,False,MIDDLE,Viktor,5,4,13,215,25618,12235,14537,7.06,841.77,402.03,477.67,22,8979,708,2429,0.64,False,0.49,2,0,20.23,30.54
BlueAndNotHeavy,Scheduling Conflict,4776320736,False,BOTTOM,MissFortune,13,2,6,228,23647,16269,13647,7.49,777.01,534.58,448.42,118,19877,9106,4598,0.68,True,1.22,4,0,26.91,28.19
kbking16,Scheduling Conflict,4776320736,False,SUPPORT,Blitzcrank,0,4,22,28,7346,8248,10304,0.92,241.38,271.02,338.58,-32,-5876,766,551,0.79,False,2.1,0,0,13.64,8.76
flipperthebrick,Scheduling Conflict,4776366571,False,TOP,Ornn,5,3,7,221,15702,12485,18354,6.75,479.69,381.42,560.71,-64,-5582,-2818,87,0.43,False,0.7,0,2,20.41,14.08
S0Sparky,Scheduling Conflict,4776366571,False,JUNGLE,RekSai,4,3,10,200,13095,11897,14467,6.11,400.05,363.45,441.97,10,-8348,-3195,-1110,0.5,False,0.89,0,0,19.45,11.74
Raide0n,Scheduling Conflict,4776366571,False,MIDDLE,Lissandra,4,6,10,207,22871,12715,14514,6.32,698.71,388.44,443.4,-23,2757,-378,-2774,0.5,False,0.95,2,0,20.78,20.51
BlueAndNotHeavy,Scheduling Conflict,4776366571,False,BOTTOM,MissFortune,13,6,7,218,42642,16329,14214,6.66,1302.71,498.85,434.24,81,33157,6428,2320,0.71,False,0.7,2,1,26.69,38.24
kbking16,Scheduling Conflict,4776366571,False,SUPPORT,Xerath,2,5,14,8,17210,7753,10771,0.24,525.76,236.85,329.05,-40,8700,10,-48,0.57,False,1.92,0,0,12.67,15.43
KeithRobus,No ADC? No Need,4776366571,False,TOP,Kayle,5,5,9,285,21284,15303,18267,8.71,650.22,467.51,558.05,64,5582,2818,-87,0.61,False,0.58,1,0,25.03,26.33
SeductivePenguln,No ADC? No Need,4776366571,False,JUNGLE,Khazix,10,6,10,190,21443,15092,15577,5.8,655.08,461.06,475.88,-10,8348,3195,1110,0.87,False,0.89,2,0,24.69,26.53
GhettoRobin,No ADC? No Need,4776366571,False,MIDDLE,Aatrox,4,5,8,230,20114,13093,17288,7.03,614.48,399.99,528.15,23,-2757,378,2774,0.52,True,0.76,3,2,21.42,24.88
Avër,No ADC? No Need,4776366571,False,BOTTOM,Jhin,3,6,10,137,9485,9901,11894,4.19,289.77,302.47,363.36,-81,-33157,-6428,-2320,0.57,False,0.7,0,0,16.2,11.73
Dinkisbuhl,No ADC? No Need,4776366571,False,SUPPORT,Morgana,1,6,7,48,8510,7743,10819,1.47,259.98,236.55,330.52,40,-8700,-10,48,0.35,False,1.62,0,0,12.67,10.53
RaceGurramLucky,Weaver's Wall,4777054462,False,TOP,Jax,1,3,2,179,8888,8522,12153,6.74,334.76,320.98,457.74,2,-304,35,-1163,0.25,False,0.72,0,0,19.46,15.79
Uninam,Weaver's Wall,4777054462,False,JUNGLE,Viego,5,5,4,162,16386,10980,11595,6.1,617.18,413.56,436.72,14,9993,1949,-662,0.75,False,0.87,3,2,25.07,29.11
KuroTheDivine,Weaver's Wall,4777054462,False,MIDDLE,Taliyah,3,4,3,196,14897,10127,11976,7.38,561.09,381.43,451.07,-56,-5526,-4349,-3922,0.5,False,0.79,2,0,23.13,26.47
MaadMas0,Weaver's Wall,4777054462,False,BOTTOM,Caitlyn,1,7,4,137,8050,7734,8498,5.16,303.2,291.3,320.08,-69,-21186,-7919,-5458,0.42,False,0.15,2,0,17.66,14.3
TheOldGodCthulhu,Weaver's Wall,4777054462,False,SUPPORT,Swain,2,11,4,25,8068,6429,6078,0.94,303.88,242.15,228.93,3,730,-1064,-2355,0.5,False,2.37,0,1,14.68,14.33
Zehan,Team China,4777054462,False,TOP,Ornn,0,2,7,177,9192,8487,13316,6.67,346.21,319.66,501.54,-2,304,-35,1163,0.23,False,0.41,0,0,15.39,12.66
MisterCoolBlue,Team China,4777054462,False,JUNGLE,Zac,1,2,15,148,6393,9031,12257,5.57,240.79,340.15,461.66,-14,-9993,-1949,662,0.53,False,0.68,0,0,16.38,8.81
LukeRTG,Team China,4777054462,False,MIDDLE,AurelionSol,9,0,10,252,20423,14476,15898,9.49,769.23,545.24,598.79,56,5526,4349,3922,0.63,False,0.98,1,0,26.25,28.14
jr1,Team China,4777054462,False,BOTTOM,Yasuo,18,5,6,206,29236,15653,13956,7.76,1101.17,589.57,525.65,69,21186,7919,5458,0.8,True,0.72,1,3,28.39,40.28
NixWS,Team China,4777054462,False,SUPPORT,Nautilus,2,3,14,22,7338,7493,8433,0.83,276.38,282.22,317.63,-3,-730,1064,2355,0.53,False,1.96,0,0,13.59,10.11
Zehan,Team China,4777126771,False,TOP,Camille,4,4,11,197,19497,12074,16701,6.37,630.63,390.53,540.19,9,8667,1463,2966,0.6,False,0.81,1,2,20.53,25.06
MisterCoolBlue,Team China,4777126771,False,JUNGLE,Zac,2,0,9,178,7779,10893,14559,5.76,251.61,352.33,470.91,33,-9085,-137,4040,0.44,False,0.61,0,0,18.52,10.0
LukeRTG,Team China,4777126771,False,MIDDLE,Vex,9,2,8,215,20606,13070,16854,6.95,666.5,422.75,545.14,1,6071,2422,3511,0.68,False,0.74,0,1,22.22,26.49
jr1,Team China,4777126771,False,BOTTOM,Samira,7,4,8,240,24391,14644,14838,7.76,788.93,473.66,479.94,53,12269,4877,2858,0.6,False,0.29,2,0,24.9,31.36
NixWS,Team China,4777126771,False,SUPPORT,Pyke,3,7,6,14,5514,8128,9120,0.45,178.35,262.9,294.99,-20,-3187,1113,492,0.36,False,3.4,2,0,13.82,7.09
RaceGurramLucky,Weaver's Wall,4777126771,False,TOP,Fiora,3,3,3,188,10830,10611,13735,6.08,350.3,343.21,444.26,-9,-8667,-1463,-2966,0.35,False,0.94,0,0,21.62,17.18
Uninam,Weaver's Wall,4777126771,False,JUNGLE,Elise,6,7,5,145,16864,11030,10519,4.69,545.47,356.77,340.24,-33,9085,137,-4040,0.65,True,1.1,2,0,22.48,26.75
KuroTheDivine,Weaver's Wall,4777126771,False,MIDDLE,Swain,4,7,5,214,14535,10648,13343,6.92,470.13,344.41,431.58,-1,-6071,-2422,-3511,0.53,False,0.68,3,0,21.7,23.05
MaadMas0,Weaver's Wall,4777126771,False,BOTTOM,Ashe,3,4,5,187,12122,9767,11980,6.05,392.09,315.91,387.49,-53,-12269,-4877,-2858,0.47,False,0.45,1,1,19.9,19.23
TheOldGodCthulhu,Weaver's Wall,4777126771,False,SUPPORT,Blitzcrank,1,5,11,34,8701,7015,8628,1.1,281.43,226.9,279.07,20,3187,-1113,-492,0.71,False,1.81,1,0,14.3,13.8
thedynamict,Yuumi or Bust,4779583606,False,TOP,Ornn,0,3,1,201,8285,7910,12321,7.42,305.72,291.88,454.65,-44,-11191,-4986,-4917,0.25,False,0.33,0,0,19.98,19.21
WsPhoenix411,Yuumi or Bust,4779583606,False,JUNGLE,Olaf,0,3,2,123,3231,7058,9450,4.54,119.23,260.44,348.71,-85,-6457,-4609,-4679,0.5,False,0.63,0,0,17.83,7.49
Dubbya Tea Eff,Yuumi or Bust,4779583606,False,MIDDLE,Viktor,1,5,2,175,12686,8403,11420,6.46,468.12,310.07,421.4,-19,5397,-1552,-2799,0.75,False,1.0,1,0,21.23,29.41
Dweebble,Yuumi or Bust,4779583606,False,BOTTOM,Caitlyn,2,4,1,256,9062,10446,10560,9.45,334.39,385.46,389.67,19,-8870,-2569,-2399,0.75,False,0.77,1,0,26.39,21.01
Qwerky,Yuumi or Bust,4779583606,False,SUPPORT,Lux,1,6,3,10,9870,5765,8453,0.37,364.21,212.73,311.92,-8,2098,-2400,-1793,1.0,False,1.03,1,0,14.56,22.88
Tyrannical,Top Lane Is an Impactful Role,4779583606,False,TOP,Garen,5,1,3,245,19476,12896,17238,9.04,718.67,475.87,636.09,44,11191,4986,4917,0.38,False,0.7,3,2,23.15,31.33
saywho,Top Lane Is an Impactful Role,4779583606,False,JUNGLE,Udyr,5,1,4,208,9688,11667,14129,7.68,357.49,430.52,521.37,85,6457,4609,4679,0.43,True,0.7,1,1,20.95,15.59
FreezingPro,Top Lane Is an Impactful Role,4779583606,False,MIDDLE,Veigar,2,1,5,194,7289,9955,14219,7.16,268.97,367.34,524.69,19,-5397,1552,2799,0.33,False,0.74,0,0,17.87,11.73
Swordpoint,Top Lane Is an Impactful Role,4779583606,False,BOTTOM,Ezreal,6,0,7,237,17932,13015,12959,8.75,661.7,480.26,478.19,-19,8870,2569,2399,0.62,False,0.3,1,1,23.37,28.85
bcypher36,Top Lane Is an Impactful Role,4779583606,False,SUPPORT,Zyra,3,1,6,18,7772,8165,10246,0.66,286.79,301.29,378.08,8,-2098,2400,1793,0.43,False,1.48,1,0,14.66,12.5
Tyrannical,Top Lane Is an Impactful Role,4779636304,False,TOP,Garen,4,2,6,249,24230,14463,17258,8.17,794.86,474.46,566.15,75,13258,5211,4387,0.43,False,0.72,5,1,23.25,27.31
saywho,Top Lane Is an Impactful Role,4779636304,False,JUNGLE,Viego,5,2,9,211,16025,13237,16191,6.92,525.7,434.24,531.14,80,6778,5217,6080,0.61,True,0.92,3,0,21.28,18.06
FreezingPro,Top Lane Is an Impactful Role,4779636304,False,MIDDLE,Veigar,3,1,5,240,13530,11856,16915,7.87,443.85,388.93,554.89,41,344,3456,3416,0.35,False,0.98,0,0,19.06,15.25
Swordpoint,Top Lane Is an Impactful Role,4779636304,False,BOTTOM,Ezreal,7,2,9,254,23719,13420,14397,8.33,778.1,440.24,472.29,-12,-8469,-9,658,0.7,False,0.23,1,0,21.57,26.73
bcypher36,Top Lane Is an Impactful Role,4779636304,False,SUPPORT,Swain,4,5,11,25,11228,9235,11173,0.82,368.33,302.95,366.53,18,4155,2069,580,0.65,False,1.61,4,0,14.84,12.65
thedynamict,Yuumi or Bust,4779636304,False,TOP,Mordekaiser,3,6,1,174,10972,9252,12871,5.71,359.93,303.51,422.23,-75,-13258,-5211,-4387,0.36,False,0.62,0,0,20.0,15.1
WsPhoenix411,Yuumi or Bust,4779636304,False,JUNGLE,Vi,1,5,4,131,9247,8020,10111,4.3,303.35,263.09,331.69,-80,-6778,-5217,-6080,0.45,False,0.43,0,0,17.33,12.73
Dubbya Tea Eff,Yuumi or Bust,4779636304,False,MIDDLE,Ahri,0,2,3,199,13186,8400,13499,6.53,432.56,275.56,442.83,-41,-344,-3456,-3416,0.27,False,0.52,1,0,18.16,18.15
Dweebble,Yuumi or Bust,4779636304,False,BOTTOM,Aphelios,5,7,4,266,32188,13429,13739,8.73,1055.92,440.54,450.71,12,8469,9,-658,0.82,False,0.26,3,0,29.03,44.3
Qwerky,Yuumi or Bust,4779636304,False,SUPPORT,Nami,2,3,9,7,7073,7166,10593,0.23,232.03,235.08,347.5,-18,-4155,-2069,-580,1.0,False,1.77,2,0,15.49,9.73
Kermalicious,Federal Bureau of Inting (FBI),4779641348,False,TOP,Ornn,2,5,9,112,10270,9166,15341,3.51,321.61,287.04,480.41,-129,-6001,-2770,-574,0.33,False,0.53,0,2,14.55,10.25
CrazyApe43,Federal Bureau of Inting (FBI),4779641348,False,JUNGLE,Viego,7,6,10,187,15645,13096,14704,5.86,489.93,410.1,460.46,12,-15713,-1110,1236,0.52,True,0.78,0,2,20.79,15.61
Novaden,Federal Bureau of Inting (FBI),4779641348,False,MIDDLE,Vex,8,3,10,237,21017,13026,16549,7.42,658.15,407.91,518.24,15,-4329,577,1711,0.55,False,0.94,0,1,20.68,20.97
Neurons,Federal Bureau of Inting (FBI),4779641348,True,BOTTOM,Ezreal,6,7,13,203,22480,14136,14253,6.36,703.97,442.67,446.34,-14,10428,1836,1140,0.58,False,0.25,3,0,22.44,22.43
conjax pineapple,Federal Bureau of Inting (FBI),4779641348,True,SUPPORT,Senna,10,4,17,39,30809,13568,13538,1.22,964.79,424.89,423.95,5,25780,6732,3712,0.82,False,2.94,3,2,21.54,30.74
flipperthebrick,Scheduling Conflict,4779641348,False,TOP,Camille,4,5,4,241,16271,11936,15915,7.55,509.53,373.78,498.38,129,6001,2770,574,0.32,False,0.72,0,0,20.68,18.07
S0Sparky,Scheduling Conflict,4779641348,False,JUNGLE,Gragas,12,5,9,175,31358,14206,13468,5.48,981.98,444.86,421.75,-12,15713,1110,-1236,0.84,False,0.91,0,0,24.61,34.82
Raide0n,Scheduling Conflict,4779641348,False,MIDDLE,Leblanc,6,3,8,222,25346,12449,14838,6.95,793.72,389.84,464.66,-15,4329,-577,-1711,0.56,False,1.25,1,0,21.57,28.14
BlueAndNotHeavy,Scheduling Conflict,4779641348,False,BOTTOM,Kaisa,3,11,10,217,12052,12300,13113,6.8,377.41,385.18,410.64,14,-10428,-1836,-1140,0.52,False,0.66,1,0,21.31,13.38
kbking16,Scheduling Conflict,4779641348,False,SUPPORT,Thresh,0,9,11,34,5029,6836,9826,1.06,157.48,214.07,307.7,-5,-25780,-6732,-3712,0.44,False,2.41,0,0,11.84,5.58
Kermalicious,Federal Bureau of Inting (FBI),4779712731,False,TOP,TahmKench,2,8,5,141,17500,10626,14480,3.75,466.05,282.98,385.62,-86,-25544,-4788,-4026,0.26,False,0.59,0,0,15.85,11.63
CrazyApe43,Federal Bureau of Inting (FBI),4779712731,False,JUNGLE,Gragas,6,7,12,200,36316,13870,16249,5.33,967.14,369.37,432.73,64,12984,-89,656,0.67,False,1.33,0,1,20.69,24.14
Novaden,Federal Bureau of Inting (FBI),4779712731,False,MIDDLE,Neeko,6,10,7,208,23991,14909,16915,5.54,638.91,397.04,450.47,-11,-16745,22,-1729,0.48,False,0.59,1,0,22.24,15.95
Neurons,Federal Bureau of Inting (FBI),4779712731,True,BOTTOM,Ashe,4,11,11,139,22603,11453,12226,3.7,601.94,305.01,325.59,-79,-3869,-3653,-2142,0.56,False,0.32,0,0,17.08,15.03
conjax pineapple,Federal Bureau of Inting (FBI),4779712731,True,SUPPORT,Senna,9,6,14,95,50007,16186,14970,2.53,1331.74,431.05,398.67,61,37682,5384,1292,0.85,True,2.74,3,3,24.14,33.25
flipperthebrick,Scheduling Conflict,4779712731,False,TOP,Gwen,10,2,14,227,43044,15414,18506,6.05,1146.31,410.49,492.84,86,25544,4788,4026,0.57,False,0.56,1,0,21.97,29.5
S0Sparky,Scheduling Conflict,4779712731,False,JUNGLE,JarvanIV,7,4,30,136,23332,13959,15593,3.62,621.36,371.74,415.26,-64,-12984,89,-656,0.88,False,1.17,0,0,19.89,15.99
Raide0n,Scheduling Conflict,4779712731,False,MIDDLE,Orianna,10,5,24,219,40736,14887,18644,5.83,1084.85,396.46,496.51,11,16745,-22,1729,0.81,False,0.61,1,1,21.22,27.92
BlueAndNotHeavy,Scheduling Conflict,4779712731,False,BOTTOM,Xayah,10,13,15,218,26472,15106,14368,5.81,704.98,402.29,382.64,79,3869,3653,2142,0.6,False,0.35,1,0,21.53,18.14
kbking16,Scheduling Conflict,4779712731,False,SUPPORT,Rakan,5,3,29,34,12325,10802,13678,0.91,328.23,287.67,364.26,-61,-37682,-5384,-1292,0.81,False,2.34,0,0,15.39,8.45
Kermalicious,Federal Bureau of Inting (FBI),4779790768,False,TOP,TahmKench,1,5,0,135,16798,6936,11177,5.1,634.69,262.07,422.3,-18,-6372,-2421,-1868,0.11,False,0.23,0,1,17.87,27.39
CrazyApe43,Federal Bureau of Inting (FBI),4779790768,False,JUNGLE,JarvanIV,3,4,4,159,8971,9884,9589,6.01,338.95,373.45,362.3,40,-10984,226,-1637,0.78,False,0.49,1,0,25.46,14.63
Novaden,Federal Bureau of Inting (FBI),4779790768,False,MIDDLE,Vex,0,5,4,163,10950,7403,10110,6.16,413.73,279.71,381.99,-45,-18057,-4506,-4402,0.44,False,0.91,1,0,19.07,17.86
Neurons,Federal Bureau of Inting (FBI),4779790768,True,BOTTOM,Ezreal,4,4,2,149,17211,8647,9077,5.63,650.29,326.71,342.96,-48,-3753,-3783,-2023,0.67,False,0.53,0,0,22.28,28.06
conjax pineapple,Federal Bureau of Inting (FBI),4779790768,True,SUPPORT,Bard,1,4,6,7,7396,5945,6515,0.26,279.45,224.62,246.16,-20,4574,-927,-2927,0.78,False,2.49,0,0,15.32,12.06
flipperthebrick,Scheduling Conflict,4779790768,False,TOP,Sion,1,2,8,153,23170,9357,13045,5.78,875.44,353.54,492.88,18,6372,2421,1868,0.41,False,0.45,2,0,18.63,24.16
S0Sparky,Scheduling Conflict,4779790768,False,JUNGLE,Gragas,4,2,13,119,19955,9658,11226,4.5,753.97,364.91,424.16,-40,10984,-226,1637,0.77,False,0.87,1,0,19.23,20.8
Raide0n,Scheduling Conflict,4779790768,False,MIDDLE,Syndra,9,1,8,208,29007,11909,14512,7.86,1095.98,449.96,548.31,45,18057,4506,4402,0.77,True,0.76,0,1,23.71,30.24
BlueAndNotHeavy,Scheduling Conflict,4779790768,False,BOTTOM,Ashe,8,2,9,197,20964,12430,11100,7.44,792.09,469.65,419.4,48,3753,3783,2023,0.77,False,0.72,3,0,24.75,21.86
kbking16,Scheduling Conflict,4779790768,False,SUPPORT,Milio,0,2,17,27,2822,6872,9442,1.02,106.62,259.65,356.75,20,-4574,927,2927,0.77,False,1.36,2,0,13.68,2.94
Weirdzilla78,IRS,4781397707,False,TOP,Gwen,7,6,0,143,16600,9095,11252,6.03,700.42,383.76,474.77,-19,1796,424,-1789,0.7,False,0.55,0,1,24.02,33.51
Rainßerry,IRS,4781397707,False,JUNGLE,Kayn,1,6,3,136,8029,7229,8471,5.74,338.78,305.02,357.43,4,-4052,-2821,-2523,0.4,False,0.55,0,0,19.09,16.21
TuckManDog,IRS,4781397707,False,MIDDLE,Heimerdinger,0,10,0,84,13058,5075,8728,3.54,550.97,214.14,368.27,-119,-9751,-6374,-6110,0.0,False,0.55,0,0,13.4,26.36
Rÿžê Bøt,IRS,4781397707,False,BOTTOM,Aphelios,2,1,1,208,7691,10713,9789,8.78,324.51,452.03,413.04,48,-11333,-1159,-1011,0.3,False,0.42,3,0,28.3,15.53
Ibusaki,IRS,4781397707,False,SUPPORT,Soraka,0,5,7,14,4159,5749,7766,0.59,175.49,242.57,327.68,-10,-1068,-662,273,0.7,False,1.56,2,0,15.18,8.4
Mach 27,MUNCHES,4781397707,False,TOP,Camille,4,3,5,162,14804,8671,13041,6.84,624.64,365.86,550.25,19,-1796,-424,1789,0.32,True,0.3,0,2,17.9,20.02
mat2u,MUNCHES,4781397707,False,JUNGLE,RekSai,2,2,13,132,12081,10050,10994,5.57,509.75,424.05,463.88,-4,4052,2821,2523,0.54,False,0.97,3,0,20.74,16.34
BossSax,MUNCHES,4781397707,False,MIDDLE,Vladimir,10,2,7,203,22809,11449,14838,8.57,962.41,483.08,626.08,119,9751,6374,6110,0.61,False,0.63,0,5,23.63,30.85
FIGHTMEHNOW,MUNCHES,4781397707,False,BOTTOM,Kaisa,11,1,5,160,19024,11872,10800,6.75,802.7,500.93,455.7,-48,11333,1159,1011,0.57,False,1.31,4,0,24.5,25.73
Nelly4L,MUNCHES,4781397707,False,SUPPORT,Blitzcrank,1,2,8,24,5227,6411,7493,1.01,220.55,270.51,316.16,10,1068,662,-273,0.32,False,1.77,3,0,13.23,7.07
Mach 27,MUNCHES,4781443435,False,TOP,KSante,8,1,4,184,18775,11067,14868,7.49,764.25,450.49,605.21,23,7222,3207,4039,0.44,False,0.41,0,5,22.1,26.67
mat2u,MUNCHES,4781443435,False,JUNGLE,Maokai,3,3,7,123,10089,9279,10056,5.01,410.68,377.71,409.34,-39,136,1014,798,0.37,True,0.53,1,0,18.53,14.33
BossSax,MUNCHES,4781443435,False,MIDDLE,Jayce,6,2,8,187,25207,11933,12506,7.61,1026.07,485.74,509.06,71,18111,5445,2214,0.52,False,0.53,2,4,23.83,35.8
FIGHTMEHNOW,MUNCHES,4781443435,False,BOTTOM,Kaisa,9,0,2,188,12757,11438,10495,7.65,519.28,465.59,427.2,-14,1819,3226,1545,0.41,False,1.3,1,1,22.84,18.12
Nelly4L,MUNCHES,4781443435,False,SUPPORT,Braum,1,1,10,27,3580,6361,9030,1.1,145.73,258.93,367.57,-6,-8280,375,2462,0.41,False,1.26,1,0,12.7,5.08
Weirdzilla78,IRS,4781443435,False,TOP,Sett,1,5,1,161,11553,7860,10829,6.55,470.27,319.95,440.8,-23,-7222,-3207,-4039,0.33,False,0.61,2,0,21.35,22.48
Rainßerry,IRS,4781443435,False,JUNGLE,Talon,3,5,0,162,9953,8265,9258,6.59,405.14,336.43,376.85,39,-136,-1014,-798,0.5,False,1.02,0,1,22.45,19.36
TuckManDog,IRS,4781443435,False,MIDDLE,Lissandra,1,8,2,116,7096,6488,10292,4.72,288.85,264.1,418.94,-71,-18111,-5445,-2214,0.5,False,0.53,1,1,17.63,13.81
Rÿžê Bøt,IRS,4781443435,False,BOTTOM,Ezreal,0,3,0,202,10938,8212,8950,8.22,445.24,334.27,364.31,14,-1819,-3226,-1545,0.0,False,0.61,2,0,22.31,21.28
Ibusaki,IRS,4781443435,False,SUPPORT,Zyra,1,6,1,33,11860,5986,6568,1.34,482.77,243.66,267.35,6,8280,-375,-2462,0.33,False,1.06,2,0,16.26,23.07
hpgamer7,the kitchen,4782400954,False,TOP,Darius,11,1,6,187,20829,12468,13039,8.71,970.3,580.81,607.41,65,16042,7103,3526,0.57,False,0.7,3,6,25.82,35.49
SANTIx9,the kitchen,4782400954,False,JUNGLE,Nautilus,5,3,15,128,10466,11155,11423,5.96,487.55,519.64,532.13,31,2036,3909,4184,0.67,True,0.51,2,0,23.1,17.83
ximmykun,the kitchen,4782400954,False,MIDDLE,Yasuo,7,4,5,158,11110,10096,10622,7.36,517.55,470.31,494.81,22,-3944,183,-310,0.4,False,0.98,0,2,20.91,18.93
op2001,the kitchen,4782400954,False,BOTTOM,Seraphine,3,3,8,127,7578,7698,10444,5.92,353.01,358.6,486.52,-29,-4465,-302,2612,0.37,False,0.42,2,0,15.94,12.91
TheOldGodCthulhu,the kitchen,4782400954,True,SUPPORT,Velkoz,4,3,6,27,8709,6871,7040,1.26,405.7,320.08,327.95,-1,6142,2314,815,0.33,False,1.72,2,0,14.23,14.84
togne bologne,I'm down for anything,4782400954,False,TOP,Renekton,0,6,0,122,4787,5365,9513,5.68,223.0,249.92,443.15,-65,-16042,-7103,-3526,0.0,False,0.42,0,0,15.29,11.16
Dufil,I'm down for anything,4782400954,False,JUNGLE,Warwick,3,8,4,97,8430,7246,7239,4.52,392.7,337.55,337.22,-31,-2036,-3909,-4184,0.5,False,0.56,0,0,20.66,19.66
Cactys,I'm down for anything,4782400954,False,MIDDLE,Vex,7,5,4,136,15054,9913,10932,6.34,701.27,461.79,509.25,-22,3944,-183,310,0.79,False,0.42,1,2,28.26,35.11
Burito,I'm down for anything,4782400954,False,BOTTOM,Ezreal,4,3,3,156,12043,8000,7832,7.27,561.01,372.67,364.84,29,4465,302,-2612,0.5,False,0.51,0,2,22.8,28.08
Rusha,I'm down for anything,4782400954,True,SUPPORT,Rell,0,8,4,28,2567,4557,6225,1.3,119.58,212.28,289.98,1,-6142,-2314,-815,0.29,False,1.35,0,0,12.99,5.99
hpgamer7,the kitchen,4782456889,False,TOP,Aatrox,7,6,3,169,14891,10931,12734,6.9,608.21,446.47,520.11,19,97,1206,2182,0.37,False,0.41,2,2,21.49,22.46
SANTIx9,the kitchen,4782456889,False,JUNGLE,Zac,2,5,15,130,10738,9330,10917,5.31,438.58,381.08,445.9,24,-212,657,2004,0.63,False,0.49,2,1,18.34,16.2
ximmykun,the kitchen,4782456889,False,MIDDLE,Yasuo,10,2,5,196,16910,12784,14098,8.01,690.67,522.15,575.82,51,-767,4631,3247,0.56,False,0.69,1,1,25.13,25.51
op2001,the kitchen,4782456889,False,BOTTOM,Seraphine,2,6,14,105,6328,7877,9600,4.29,258.46,321.73,392.1,-62,-9320,-2718,1111,0.59,False,0.41,4,0,15.49,9.55
TheOldGodCthulhu,the kitchen,4782456889,True,SUPPORT,Senna,6,4,16,27,17427,9944,9571,1.1,711.79,406.15,390.92,-7,11410,3376,1869,0.81,False,2.45,4,0,19.55,26.29
Rusha,I'm down for anything,4782456889,True,TOP,Pantheon,4,7,4,150,14794,9725,10552,6.13,604.25,397.21,430.99,-19,-97,-1206,-2182,0.35,True,0.57,3,2,22.25,22.73
Dufil,I'm down for anything,4782456889,False,JUNGLE,RekSai,5,6,8,106,10950,8673,8913,4.33,447.24,354.24,364.04,-24,212,-657,-2004,0.57,False,0.61,1,0,19.84,16.82
Cactys,I'm down for anything,4782456889,False,MIDDLE,Ahri,4,3,4,145,17677,8153,10851,5.92,722.0,333.0,443.2,-51,767,-4631,-3247,0.35,False,0.33,0,1,18.65,27.16
Burito,I'm down for anything,4782456889,False,BOTTOM,Ashe,8,5,4,167,15648,10595,8489,6.82,639.13,432.74,346.73,62,9320,2718,-1111,0.52,False,1.1,1,0,24.24,24.04
togne bologne,I'm down for anything,4782456889,False,SUPPORT,Nautilus,2,6,11,34,6017,6568,7702,1.39,245.76,268.26,314.58,7,-11410,-3376,-1869,0.57,False,1.27,1,0,15.02,9.24
W3AKSIDE,Bring Back Ruler,4782610850,False,TOP,Poppy,2,5,2,172,17301,8964,13521,5.92,595.56,308.57,465.44,-1,330,-2552,-761,0.4,False,0.52,0,1,19.41,22.83
bables,Bring Back Ruler,4782610850,False,JUNGLE,Kindred,2,4,5,183,14052,10425,11570,6.3,483.72,358.86,398.28,-57,-1345,-3549,-5016,0.7,False,0.45,2,0,22.57,18.54
HarrisonTT,Bring Back Ruler,4782610850,False,MIDDLE,Lissandra,1,5,4,193,11642,8732,11592,6.64,400.76,300.59,399.04,-2,-9705,-3366,-4356,0.5,False,0.79,0,0,18.9,15.36
Saker Lee,Bring Back Ruler,4782610850,False,BOTTOM,Sivir,3,5,4,264,28554,11557,12010,9.09,982.93,397.83,413.43,107,22269,2146,1065,0.7,False,0.55,1,1,25.02,37.68
ArchMag342,Bring Back Ruler,4782610850,False,SUPPORT,Leona,2,6,2,27,4224,6516,8044,0.93,145.4,224.3,276.9,-18,-8579,-1356,-2878,0.4,True,1.62,1,0,14.11,5.57
